Month ,Branch,Item code,type,Description,Qty,Value
Dec,Khozama ,pro-4,لحم عجل,لحم موزات صافي,44.34,2152.15295
Dec,Khozama ,pro-5,لحم عجل,لحم موزات بالعظم,0.995,39.8
Dec,Khozama ,pro-6,لحم عجل,لحم عجل مفروم,120.76,5228.34426
Dec,Khozama ,pro-7,لحم عجل,مكعبات صغيرة لحم بتلو,2.51,126.97826
Dec,Khozama ,pro-9,لحم عجل,لحم فتيلة,63.385,3764.193
Dec,Khozama ,pro-10,لحم عجل,كبدة بتلو,31.42,1437.53292
Dec,Khozama ,pro-11,لحم عجل,شرائح رفيعة لحم بتلو,6.81,349.3826
Dec,Khozama ,pro-12,لحم عجل,عظم بتلو,45.105,822.444
Dec,Khozama ,pro-14,لحم عجل,لحم عجل مفروم صافي,33.675,1639.82601
Dec,Khozama ,pro-15,لحم عجل,لحم هريس,11.47,531.33651
Dec,Khozama ,pro-17,ضأن,خروف - نص,0,0
Dec,Khozama ,pro-22,ضأن,لحم غنم بالكليو,41.525,2130.41312
Dec,Khozama ,pro-23,ضأن,موزات غنم,9.935,604.73918
Dec,Khozama ,pro-24,ضأن,ريش غنم,6.75,410.86961
Dec,Khozama ,pro-25,ضأن,كبدة غنم,1.66,77.94782
Dec,Khozama ,pro-26,ضأن,شحم غنم,2.095,41.9
Dec,Khozama ,pro-27,منتجات اخرى,لحم حاشي,16.455,455.85129
Dec,Khozama ,pro-28,دجاج,طبق صدور دجاج,18,360
Dec,Khozama ,pro-30,دجاج,دجاج التقى 1200,20,346.9566
Dec,Khozama ,pro-32,دجاج,صدور دجاج بالكيلو,162.855,6074.2167
Dec,Khozama ,pro-33,دجاج,فخذ وساق دجاج,0,0
Dec,Khozama ,pro-34,دجاج,دجاج التقى 900,76,1181.86492
Dec,Khozama ,pro-35,دجاج,دجاج التقى 1000,49,798.91315
Dec,Khozama ,pro-36,دجاج,دجاج التقى 1100,53,875.19112
Dec,Khozama ,pro-44,لحم بقري,لحم بقري صافي,10.065,385.09566
Dec,Khozama ,pro-45,لحم بقري,لحم بقري مفروم,2,73.04348
Dec,Khozama ,pro-47,لحم عجل,برجر الشواء,190,4370.28302
Dec,Khozama ,pro-48,لحم عجل,برجر خالي من الدهون,36,769.77396
Dec,Khozama ,pro-49,دجاج,برجر الدجاج,115,2073.2629
Dec,Khozama ,pro-50,لحم عجل,برجر الكيجن,97,1937.10445
Dec,Khozama ,pro-51,لحم عجل,دونر كباب برجر,88,2135.13715
Dec,Khozama ,pro-52,لحم عجل,برجر الشواء 150 جرام,137,4403.59713
Dec,Khozama ,pro-56,دجاج,مسحب افخاذ دجاج تندوري,48,734.42168
Dec,Khozama ,pro-57,لحم عجل,شاورما لحم,88,1811.1953
Dec,Khozama ,pro-59,لحم عجل,كرات اللحم,62,1415.21758
Dec,Khozama ,pro-60,دجاج,شاورما الدجاج,64,1036.85885
Dec,Khozama ,pro-62,دجاج,فاهيتا الدجاج,57,899.6088
Dec,Khozama ,pro-63,دجاج,أوصال دجاج بهارات الشواء,72,1181.49124
Dec,Khozama ,pro-65,دجاج,صدور دجاج كرسبي,65,1011.80667
Dec,Khozama ,pro-66,دجاج,ستيك دجاج التتبيلة الإيطالية,53,887.17389
Dec,Khozama ,pro-67,لحم عجل,كباب لحم العجل,122,2503.1675
Dec,Khozama ,pro-68,دجاج,كباب الدجاج,61,954.02394
Dec,Khozama ,pro-70,دجاج,ستيك دجاج بالخردل والأعشاب,78,1303.14127
Dec,Khozama ,pro-71,لحم عجل,كفتة السوق لحم,72,1389.51649
Dec,Khozama ,pro-72,دجاج,كفتة السوق دجاج,58,1097.78237
Dec,Khozama ,pro-73,دجاج,ستيك دجاج تندوري,63,1027.17405
Dec,Khozama ,pro-74,دجاج,أوصال دجاج مبهر kg,4.945,184.75
Dec,Khozama ,pro-76,منتجات اخرى,بريميوم بوكس,4,549.5652
Dec,Khozama ,pro-77,لحم عجل,بوكس البرجر لحم,3,344.34783
Dec,Khozama ,pro-80,منتجات اخرى,حمص,13,102.07821
Dec,Khozama ,pro-81,منتجات اخرى,ذرة,17,65.6
Dec,Khozama ,pro-84,لحم عجل,ريب اي ستيك,15.73,975.26
Dec,Khozama ,pro-86,لحم عجل,تندرلوين ستيك,12.915,1123.605
Dec,Khozama ,pro-89,لحم عجل,ستربلوين ستيك,17.805,1023.294
Dec,Khozama ,pro-91,منتجات اخرى,تباسكو سيراتشا,0,0
Dec,Khozama ,pro-92,منتجات اخرى,صلصة البرجر,10,45.0435
Dec,Khozama ,pro-93,منتجات اخرى,صلصة شيبوتلي,73,236.92058
Dec,Khozama ,pro-95,منتجات اخرى,صلصة الترافلز,7,38.53045
Dec,Khozama ,pro-96,منتجات اخرى,بصل مقرمش,3,10.51305
Dec,Khozama ,pro-99,منتجات اخرى,مخلل سويدي,7,167.39128
Dec,Khozama ,pro-100,منتجات اخرى,ملح البحر الخشن,4,43.02608
Dec,Khozama ,pro-101,منتجات اخرى,بهارات حارة,1,10.75652
Dec,Khozama ,pro-102,منتجات اخرى,بهارات الدجاج,3,32.26956
Dec,Khozama ,pro-103,منتجات اخرى,بهارات اللحم المشوي,4,27.26957
Dec,Khozama ,pro-104,منتجات اخرى,خليط الفلفل الفاخر,2,31.13044
Dec,Khozama ,pro-105,منتجات اخرى,الفلفل الاسود,2,31.13044
Dec,Khozama ,pro-107,منتجات اخرى,بهارات كل يوم,3,32.26956
Dec,Khozama ,pro-109,منتجات اخرى,ملح الهملايا,3,32.26956
Dec,Khozama ,pro-110,منتجات اخرى,ملح الهملايا 415ج,2,40.34782
Dec,Khozama ,pro-117,منتجات اخرى,مكعبات مولع الفحم,1,6.52174
Dec,Khozama ,pro-119,منتجات اخرى,جبنة شيدر انجليزية,30,326.0871
Dec,Khozama ,pro-120,منتجات اخرى,جبنة سوسيرية,6,69.43698
Dec,Khozama ,pro-121,منتجات اخرى,خبز البريوش,124,695.78211
Dec,Khozama ,sk-0121,منتجات اخرى,خس,9,39.13047
Dec,Khozama ,sk-0122,منتجات اخرى,طماطم,0,0
Dec,Khozama ,sk-0124,منتجات اخرى,مخلل,3,6.52173
Dec,Khozama ,sk-0128,دجاج,دجاج مسالا,34,477.91534
Dec,Khozama ,sk-0142,دجاج,دجاج الدوحة 900,41,711.26103
Dec,Khozama ,sk-0143,دجاج,دجاج الدوحة 1000,89,1620.66393
Dec,Khozama ,sk-0144,دجاج,دجاج الدوحة 1100,48,889.46064
Dec,Khozama ,sk-0145,دجاج,دجاج الدوحة 1200,18,339.18264
Dec,Khozama ,sk-0147,دجاج,أفخاذ دجاج كاملة الدوحة 500 جرام,80,448.348
Dec,Khozama ,sk-0148,دجاج,طبق صدور دجاج الدوحة 500 ج,1,17.34783
Dec,Khozama ,sk-0153,دجاج,6 طبق صدور دجاج,1,86.08696
Dec,Khozama ,sk-0155,دجاج,برجر الدجاج الفاخر,9,131.08698
Dec,Tarout,17000000101,لحم عجل,VEAL BOANLESS KG,36.516,1668.81
Dec,Tarout,17000000201,لحم عجل,VEAL WITH BONE KG,156.484,4826.66
Dec,Tarout,17000000301,لحم بقري,BEEF BONELESS KG,27.222,1017.85
Dec,Tarout,17000000401,لحم بقري,GROUND BEEF KG,105.266,3532.77
Dec,Tarout,17000000501,لحم بقري,BEEF BONE IN KG,4.492,132.77
Dec,Tarout,17000001901,لحم عجل,VEAL LIVER KG,8.898,409.29
Dec,Tarout,17000002001,لحم عجل,VEAL GROUND MEAT KG,8.766,380.74
Dec,Tarout,17000002601,لحم بقري,BEEF BURGER 6PCS,44.478,791.81
Dec,Tarout,17000004101,دجاج,CHICKEN BONELESS BREASTS KG,51.064,1865.09
Dec,Tarout,17000004301,دجاج,CHICKEN BONELESS BREASTS (PLAT,10.977,219.03
Dec,Tarout,17000004801,دجاج,CHICKEN BREASTS SPICY,3,48.9
Dec,Tarout,17000004901,دجاج,CHICKEN BREASTS ITALIAN,6,100.44
Dec,Tarout,17000005001,دجاج,CHICKEN BREASTS MUSTERD & HERB,11,184.14
Dec,Tarout,17000005201,دجاج,CHICKEN THIGHS BONELESS,17.559,252.6
Dec,Tarout,17000005301,دجاج,CHICKEN SHAWARMA,16.893,241.67
Dec,Tarout,17000005401,دجاج,CHICKEN FAJITAS,4,65.2
Dec,Tarout,17000005701,دجاج,CHICKEN BURGER,33.995,538.88
Dec,Tarout,17000005801,دجاج,DOHA CHICKEN 900G,13.999,242.88
Dec,Tarout,17000006001,دجاج,CHICKEN KEBAB,10.83,152.9
Dec,Tarout,17000006201,دجاج,CHICKEN WITH BARBECUE SPICES,8,131.84
Dec,Tarout,17000006301,دجاج,DOHA CHICKEN 1000G,29.995,436.73
Dec,Tarout,17000006401,لحم عجل,BEEF BURGER CLASSIC,6,132.78
Dec,Tarout,17000006501,دجاج,DOHA CHICKEN 1100G,23,345
Dec,Tarout,17000006601,لحم عجل,BEEF BURGER CAJUN,28.894,527.36
Dec,Tarout,17000006701,دجاج,DOHA CHICKEN 1200G,5.999,92.57
Dec,Tarout,17000006801,لحم عجل,BEEF SHAWARMA,23.842,435.99
Dec,Tarout,17000006901,لحم عجل,MEATBALLS,8,182.64
Dec,Tarout,17000007101,لحم عجل,DONER KEBEB BURGER,45,1093.5
Dec,Tarout,17000007301,لحم عجل,VEAL KEBAB,41,834.32
Dec,Tarout,17000007601,دجاج,TOGA CHICKEN 900G,39.008,610.07
Dec,Tarout,17000007801,ضأن,LAMB SHOULDER KG- austrail,5.18,225.17
Dec,Tarout,17000008501,لحم بقري,BEEF LIVER KG,0.946,31.26
Dec,Tarout,17000008701,دجاج,CHICKEN WINGS KG,9.475,65.93
Dec,Tarout,17000009101,لحم حاشي,CAMEL MEAT WITH BONE KG,155.55,4648.17
Dec,Tarout,17000009201,دجاج,CHICKEN WITH MASALA SPICE,13,158.08
Dec,Tarout,17000009301,دجاج,CHICKEN PDP,5.004,72.84
Dec,Tarout,17000009401,لحم عجل,MEAT PDP,5.001,81.51
Dec,Tarout,17000009501,دجاج,TOGA CHICKEN 1000G,11.002,179.32
Dec,Tarout,17000009901,دجاج,TOGA CHICKEN 1100G,35.005,577.9
Dec,Tarout,17000010001,دجاج,DOHA DRUMSTICK 500G,3,31.2
Dec,Tarout,17000010101,دجاج,DOHA WHOLE LEGS 500G,141.04,843.38
Dec,Tarout,17000010201,دجاج,DOHA LIVER 500G,25,113.75
Dec,Tarout,17000010601,لحم عجل,VEAL KOFTA,13,251.55
Dec,Tarout,17000010701,دجاج,CHICKEN KOFTA,19,335.2
Dec,Saihat,17000000101,لحم عجل,VEAL BOANLESS KG,130.773,5946.42
Dec,Saihat,17000000201,لحم عجل,VEAL WITH BONE KG,190.342,5536.12
Dec,Saihat,17000000301,لحم بقري,BEEF BONELESS KG,50.11,1873.71
Dec,Saihat,17000000401,لحم بقري,GROUND BEEF KG,235.103,7970.57
Dec,Saihat,17000000501,لحم بقري,BEEF BONE IN KG,36.804,1087.9
Dec,Saihat,17000001901,لحم عجل,VEAL LIVER KG,19.31,888.22
Dec,Saihat,17000002001,لحم عجل,VEAL GROUND MEAT KG,43.354,1883.05
Dec,Saihat,17000002601,لحم بقري,BEEF BURGER 6PCS,134.131,2448.74
Dec,Saihat,17000003801,دجاج,CHICKEN WHOLE 900G,42.998,653.98
Dec,Saihat,17000003901,دجاج,CHICKEN WHOLE 800G,24.998,368.48
Dec,Saihat,17000004101,دجاج,CHICKEN BONELESS BREASTS KG,241.294,8813.22
Dec,Saihat,17000004301,دجاج,CHICKEN BONELESS BREASTS (PLAT,27,538.9
Dec,Saihat,17000004801,دجاج,CHICKEN BREASTS SPICY,7,114.1
Dec,Saihat,17000004901,دجاج,CHICKEN BREASTS ITALIAN,8,133.92
Dec,Saihat,17000005001,دجاج,CHICKEN BREASTS MUSTERD & HERB,16,267.84
Dec,Saihat,17000005201,دجاج,CHICKEN THIGHS BONELESS,19.002,268.93
Dec,Saihat,17000005301,دجاج,CHICKEN SHAWARMA,44.72,650.83
Dec,Saihat,17000005401,دجاج,CHICKEN FAJITAS,10,163
Dec,Saihat,17000005501,دجاج,CHICKEN BREASTS CRISPY W/ITAL,2,32.6
Dec,Saihat,17000005601,دجاج,CHICKEN BREASTS CRISPY W/CUNJ,3,48.9
Dec,Saihat,17000005701,دجاج,CHICKEN BURGER,129.587,1973.17
Dec,Saihat,17000005801,دجاج,DOHA CHICKEN 900G,28.995,503.09
Dec,Saihat,17000006001,دجاج,CHICKEN KEBAB,24.83,358.86
Dec,Saihat,17000006201,دجاج,CHICKEN WITH BARBECUE SPICES,9.999,164.79
Dec,Saihat,17000006301,دجاج,DOHA CHICKEN 1000G,190.955,2802.35
Dec,Saihat,17000006401,لحم عجل,BEEF BURGER CLASSIC,12,270.36
Dec,Saihat,17000006501,دجاج,DOHA CHICKEN 1100G,95,1442.65
Dec,Saihat,17000006601,لحم عجل,BEEF BURGER CAJUN,37.956,676.85
Dec,Saihat,17000006701,دجاج,DOHA CHICKEN 1200G,27.992,431.94
Dec,Saihat,17000006801,لحم عجل,BEEF SHAWARMA,34.606,651.08
Dec,Saihat,17000006901,لحم عجل,MEATBALLS,13,296.79
Dec,Saihat,17000007101,لحم عجل,DONER KEBEB BURGER,35.001,850.52
Dec,Saihat,17000007301,لحم عجل,VEAL KEBAB,16.667,339.44
Dec,Saihat,17000007501,دجاج,CHICKEN LIVER,4,17.4
Dec,Saihat,17000007601,دجاج,TOGA CHICKEN 900G,344.081,5381.22
Dec,Saihat,17000007801,ضأن,LAMB SHOULDER KG- austrail,10.654,463.12
Dec,Saihat,17000008101,ضأن,LAMB LOIN KG- australi,12.508,583.18
Dec,Saihat,17000008601,دجاج,CHICKEN WHOLE LEGS KG,4.41,61.16
Dec,Saihat,17000009101,لحم حاشي,CAMEL MEAT WITH BONE KG,226.679,6770.89
Dec,Saihat,17000009201,دجاج,CHICKEN WITH MASALA SPICE,45.998,574.18
Dec,Saihat,17000009501,دجاج,TOGA CHICKEN 1000G,189.054,3081.42
Dec,Saihat,17000009901,دجاج,TOGA CHICKEN 1100G,172.037,2840.21
Dec,Saihat,17000010101,دجاج,DOHA WHOLE LEGS 500G,369.188,2168.47
Dec,Saihat,17000010201,دجاج,DOHA LIVER 500G,53.994,245.67
Dec,Saihat,17000010601,لحم عجل,VEAL KOFTA,21,406.35
Dec,Saihat,17000010701,دجاج,CHICKEN KOFTA,24.598,404.26
Dec,Shate,17000000101,لحم عجل,VEAL BOANLESS KG,97.945,4462.62
Dec,Shate,17000000201,لحم عجل,VEAL WITH BONE KG,333.755,10002.62
Dec,Shate,17000000301,لحم بقري,BEEF BONELESS KG,68.908,2576.58
Dec,Shate,17000000401,لحم بقري,GROUND BEEF KG,235.427,7998.54
Dec,Shate,17000000501,لحم بقري,BEEF BONE IN KG,4.846,143.22
Dec,Shate,17000001901,لحم عجل,VEAL LIVER KG,4.238,194.95
Dec,Shate,17000002001,لحم عجل,VEAL GROUND MEAT KG,3.208,139.34
Dec,Shate,17000002601,لحم بقري,BEEF BURGER 6PCS,108.831,1904.34
Dec,Shate,17000003601,دجاج,CHICKEN WHOLE 1100G,1,16.74
Dec,Shate,17000004101,دجاج,CHICKEN BONELESS BREASTS KG,196.634,7181.1
Dec,Shate,17000004301,دجاج,CHICKEN BONELESS BREASTS (PLAT,77,1536.86
Dec,Shate,17000004801,دجاج,CHICKEN BREASTS SPICY,13,211.9
Dec,Shate,17000004901,دجاج,CHICKEN BREASTS ITALIAN,13,217.62
Dec,Shate,17000005001,دجاج,CHICKEN BREASTS MUSTERD & HERB,34,569.16
Dec,Shate,17000005201,دجاج,CHICKEN THIGHS BONELESS,37.414,547.43
Dec,Shate,17000005301,دجاج,CHICKEN SHAWARMA,47.743,708.74
Dec,Shate,17000005401,دجاج,CHICKEN FAJITAS,9,146.7
Dec,Shate,17000005501,دجاج,CHICKEN BREASTS CRISPY W/ITAL,13.001,211.91
Dec,Shate,17000005601,دجاج,CHICKEN BREASTS CRISPY W/CUNJ,12,195.6
Dec,Shate,17000005701,دجاج,CHICKEN BURGER,90.795,1423.72
Dec,Shate,17000005801,دجاج,DOHA CHICKEN 900G,21.998,381.67
Dec,Shate,17000006001,دجاج,CHICKEN KEBAB,16.001,222.41
Dec,Shate,17000006201,دجاج,CHICKEN WITH BARBECUE SPICES,26,428.48
Dec,Shate,17000006301,دجاج,DOHA CHICKEN 1000G,140.985,2287.49
Dec,Shate,17000006401,لحم عجل,BEEF BURGER CLASSIC,38.714,885.87
Dec,Shate,17000006501,دجاج,DOHA CHICKEN 1100G,105.705,1726.79
Dec,Shate,17000006601,لحم عجل,BEEF BURGER CAJUN,96.637,1759.13
Dec,Shate,17000006701,دجاج,DOHA CHICKEN 1200G,38.212,593.03
Dec,Shate,17000006801,لحم عجل,BEEF SHAWARMA,48.607,905.9
Dec,Shate,17000006901,لحم عجل,MEATBALLS,29,662.06
Dec,Shate,17000007101,لحم عجل,DONER KEBEB BURGER,100,2430.02
Dec,Shate,17000007301,لحم عجل,VEAL KEBAB,27,559.44
Dec,Shate,17000007601,دجاج,TOGA CHICKEN 900G,106.027,1658.12
Dec,Shate,17000007801,ضأن,LAMB SHOULDER KG- austrail,21.588,969.35
Dec,Shate,17000008501,لحم بقري,BEEF LIVER KG,1.956,64.63
Dec,Shate,17000008601,دجاج,CHICKEN WHOLE LEGS KG,14.811,205.42
Dec,Shate,17000008701,دجاج,CHICKEN WINGS KG,20.947,145.82
Dec,Shate,17000009101,لحم حاشي,CAMEL MEAT WITH BONE KG,155.879,4662.71
Dec,Shate,17000009201,دجاج,CHICKEN WITH MASALA SPICE,38.996,474.2
Dec,Shate,17000009301,دجاج,CHICKEN PDP,6.003,87.4
Dec,Shate,17000009501,دجاج,TOGA CHICKEN 1000G,172.049,2804.21
Dec,Shate,17000009701,دجاج,TOGA CHICKEN 1200G,1,17.35
Dec,Shate,17000009901,دجاج,TOGA CHICKEN 1100G,148.029,2443.83
Dec,Shate,17000010001,دجاج,DOHA DRUMSTICK 500G,21,218.4
Dec,Shate,17000010101,دجاج,DOHA WHOLE LEGS 500G,306.139,1805.5
Dec,Shate,17000010201,دجاج,DOHA LIVER 500G,43,195.65
Dec,Shate,17000010601,لحم عجل,VEAL KOFTA,46,890.1
Dec,Shate,17000010701,دجاج,CHICKEN KOFTA,43.792,739.35
Dec,Hadla,17000000101,لحم عجل,VEAL BOANLESS KG,82.82,3746.6
Dec,Hadla,17000000201,لحم عجل,VEAL WITH BONE KG,350.99,10231.47
Dec,Hadla,17000000301,لحم بقري,BEEF BONELESS KG,14.2,530.98
Dec,Hadla,17000000401,لحم بقري,GROUND BEEF KG,185.713,6302.64
Dec,Hadla,17000000501,لحم بقري,BEEF BONE IN KG,8.504,251.37
Dec,Hadla,17000001801,لحم عجل,STEAK EYE OF ROUND KG,5.05,252.5
Dec,Hadla,17000001901,لحم عجل,VEAL LIVER KG,4.935,227.01
Dec,Hadla,17000002001,لحم عجل,VEAL GROUND MEAT KG,53.979,2344.2
Dec,Hadla,17000002601,لحم بقري,BEEF BURGER 6PCS,91.002,1603.66
Dec,Hadla,17000004101,دجاج,CHICKEN BONELESS BREASTS KG,145.76,5323.26
Dec,Hadla,17000004301,دجاج,CHICKEN BONELESS BREASTS (PLAT,49.998,997.91
Dec,Hadla,17000004801,دجاج,CHICKEN BREASTS SPICY,14,228.2
Dec,Hadla,17000004901,دجاج,CHICKEN BREASTS ITALIAN,10,167.4
Dec,Hadla,17000005001,دجاج,CHICKEN BREASTS MUSTERD & HERB,14,234.36
Dec,Hadla,17000005201,دجاج,CHICKEN THIGHS BONELESS,23.707,352.82
Dec,Hadla,17000005301,دجاج,CHICKEN SHAWARMA,18,260.04
Dec,Hadla,17000005401,دجاج,CHICKEN FAJITAS,16.001,260.81
Dec,Hadla,17000005501,دجاج,CHICKEN BREASTS CRISPY W/ITAL,10,163
Dec,Hadla,17000005601,دجاج,CHICKEN BREASTS CRISPY W/CUNJ,5,81.5
Dec,Hadla,17000005701,دجاج,CHICKEN BURGER,42.596,673.64
Dec,Hadla,17000005801,دجاج,DOHA CHICKEN 900G,18.999,329.64
Dec,Hadla,17000005901,دجاج,CHICKEN MEATBALLS,4,72.88
Dec,Hadla,17000006001,دجاج,CHICKEN KEBAB,19.32,295.04
Dec,Hadla,17000006201,دجاج,CHICKEN WITH BARBECUE SPICES,22,362.56
Dec,Hadla,17000006301,دجاج,DOHA CHICKEN 1000G,84.984,1384.12
Dec,Hadla,17000006401,لحم عجل,BEEF BURGER CLASSIC,38.802,895.47
Dec,Hadla,17000006501,دجاج,DOHA CHICKEN 1100G,59,987.37
Dec,Hadla,17000006601,لحم عجل,BEEF BURGER CAJUN,62.682,1152.92
Dec,Hadla,17000006701,دجاج,DOHA CHICKEN 1200G,38.99,601.64
Dec,Hadla,17000006801,لحم عجل,BEEF SHAWARMA,29.913,560.83
Dec,Hadla,17000006901,لحم عجل,MEATBALLS,12,273.96
Dec,Hadla,17000007101,لحم عجل,DONER KEBEB BURGER,46,1117.83
Dec,Hadla,17000007301,لحم عجل,VEAL KEBAB,27.782,564.18
Dec,Hadla,17000007601,دجاج,TOGA CHICKEN 900G,57.012,891.65
Dec,Hadla,17000007801,ضأن,LAMB SHOULDER KG- austrail,27.945,1235.38
Dec,Hadla,17000008601,دجاج,CHICKEN WHOLE LEGS KG,34.513,478.69
Dec,Hadla,17000008701,دجاج,CHICKEN WINGS KG,19.611,136.49
Dec,Hadla,17000009101,لحم حاشي,CAMEL MEAT WITH BONE KG,285.258,8340
Dec,Hadla,17000009201,دجاج,CHICKEN WITH MASALA SPICE,36.999,449.91
Dec,Hadla,17000009301,دجاج,CHICKEN PDP,6.003,87.4
Dec,Hadla,17000009501,دجاج,TOGA CHICKEN 1000G,105.027,1711.9
Dec,Hadla,17000009901,دجاج,TOGA CHICKEN 1100G,80.017,1321.01
Dec,Hadla,17000010001,دجاج,DOHA DRUMSTICK 500G,7,72.8
Dec,Hadla,17000010101,دجاج,DOHA WHOLE LEGS 500G,265.987,1536.68
Dec,Hadla,17000010201,دجاج,DOHA LIVER 500G,36,163.8
Dec,Hadla,17000010601,لحم عجل,VEAL KOFTA,17,328.95
Dec,Hadla,17000010701,دجاج,CHICKEN KOFTA,22.598,382.45
Dec,Tarout,17000000201,لحم عجل,VEAL WITH BONE KG,-2.9879,-83.153257
Dec,Saihat,17000005701,دجاج,CHICKEN BURGER,-1,-14.56
Dec,Shate,17000000201,لحم عجل,VEAL WITH BONE KG,-4.5436,-126.448388
Dec,Shate,17000002601,لحم بقري,BEEF BURGER 6PCS,-1,-20
Dec,Shate,17000005301,دجاج,CHICKEN SHAWARMA,-1,-13.87
Dec,Shate,17000006401,لحم عجل,BEEF BURGER CLASSIC,-1,-24.13
Dec,Shate,17000006801,لحم عجل,BEEF SHAWARMA,-1,-17.38
Dec,Shate,17000007101,لحم عجل,DONER KEBEB BURGER,-1,-24.3
Dec,Hadla,17000009101,لحم حاشي,CAMEL MEAT WITH BONE KG,-14.5047,-416.139843
Dec,Website,0,لحم عجل,لحم بتلو بالعظم,38,1572
Dec,Website,0,لحم عجل,مكعبات اللحم الصغيرة,15,820.1
Dec,Website,0,لحم عجل,شرائح اللحم,3,174.05
Dec,Website,0,لحم عجل,موزات صافي | عجل,9,495.6
Dec,Website,0,لحم عجل,لحم عجل صغير  صافي,44,2379.75
Dec,Website,0,دجاج,دجاج كامل 900 جم,43,771.77
Dec,Website,0,دجاج,صدور الدجاج,126,2884.2
Dec,Website,0,دجاج,شاورما الدجاج,9,175.77
Dec,Website,0,دجاج,فاهيتا الدجاج,14,258.5
Dec,Website,0,دجاج,اوصال الدجاج بهارات الشواء,24,449.11
Dec,Website,0,دجاج,ستيك الدجاج بتتبيلة التندوري الحارة,7,131.25
Dec,Website,0,دجاج,مسحب افخاذ الدجاج بتتبيلة التندوري,11,180.47
Dec,Website,0,دجاج,ستيك الدجاج بالتتبيلة الإيطالية,17,324.36
Dec,Website,0,دجاج,كباب دجاج,20,346.49
Dec,Website,0,لحم عجل,برجر الشواء - لحم 150جرام,24,798.74
Dec,Website,0,لحم عجل,برجر خالي من الدهون,2,47.95
Dec,Website,0,لحم عجل,برجر الكيجن,18,376.42
Dec,Website,0,لحم عجل,دونر كباب برجر,12,329.8
Dec,Website,0,دجاج,برجر الدجاج - 6 قطع,9,184.35
Dec,Website,0,لحم عجل,كرات اللحم,13,339.94
Dec,Website,0,لحم عجل,شاورما اللحم,14,332.5
Dec,Website,0,لحم عجل,كباب لحم العجل,24,544.6
Dec,Website,0,لحم عجل,ريب أي ستيك,2,70.2
Dec,Website,0,لحم عجل,تندرلوين ستيك,12,454.1
Dec,Website,0,لحم عجل,لحم هريس,7,331.8
Dec,Website,0,لحم عجل,كبدة عجل,27,712.05
Dec,Website,0,ضأن,نصف ذبيحة - سواكني,2,1355.25
Dec,Website,0,ضأن,ربع ذبيحة - سواكني,1,399
Dec,Website,0,منتجات اخرى,خبز البرجر,9,58.18
Dec,Website,0,ضأن,لحم غنم بالكيلو,13,761.1
Dec,Website,0,لحم عجل,كفتة السوق لحم,20,533.25
Dec,Website,0,دجاج,فخذ و ساق دجاج,21,198.84
Dec,Website,0,دجاج,كفتة السوق - دجاج,16,348.7
Dec,Website,0,دجاج,ستيك الدجاج بالخردل والأعشاب,7,132.83
Dec,Website,0,دجاج,صدور الدجاج المقرمشة,17,316.88
Dec,Website,0,لحم حاشي,لحم حاشي صغير,3,117
Dec,Website,0,دجاج,دجاج كامل 1100 جم,24,446.26
Dec,Website,0,لحم عجل,لحم مفروم عجل صغير - صافي,50,2694.6
Dec,Website,0,منتجات اخرى,بوكس المشاوي - Mashawi Box,1,94.05
Dec,Website,0,لحم عجل,بوكس برجر اللحم,8,1016.4
Dec,Website,0,دجاج,بوكس برجر الدجاج,1,98
Dec,Website,0,منتجات اخرى,صوص الترافل,1,8.5
Dec,Website,0,منتجات اخرى,ذرة صفراء,2,8.74
Dec,Website,0,منتجات اخرى,صوص البرجر,3,18.41
Dec,Website,0,دجاج,برجر الدجاج الفاخر,13,229.6
Dec,Website,0,لحم عجل,برجر الشواء - لحم,41,1088.06
Dec,Website,0,دجاج,دجاج كامل 1000 جم,42,785.62
Dec,Website,0,دجاج,مسالا الدجاج,13,204.43
Dec,Website,0,لحم عجل,لحم مفروم عجل صغير,30,1480.16
Dec,Website,0,دجاج,أوصال دجاج - بدون تتبيلة,5,105
Dec,Wholesale,,لحم بقري,BEEF BONE LESS بقر صافي,626,21701.55
Dec,Wholesale,,دجاج,صدور دجاج بالكيلو CHICKEN BREAST KG,642.4,18517.436
Dec,Wholesale,,دجاج,كباب الدجاج CHICKEN KEBAB,55,935
Dec,Wholesale,,لحم عجل,كباب لحم عجل VEAL KEBAB,161,3220
Dec,Wholesale,,لحم عجل,كبدة عجل LIVER,29.17,1225.14
Dec,Wholesale,,لحم عجل,لحم عجل صافي VEAL BONELESS,259.2,11028.676
Dec,Wholesale,,لحم عجل,لحم فتيلة TENDERLOIN,35.4,2202.324
Feb,Wholesale,,لحم عجل,لحم عجل صافي,760,33788.06
Feb,Wholesale,,دجاج,صدور دجاج صافي,755.2,23810.6
Feb,Wholesale,,ضأن,غنم سواكني,30,32400
Feb,Khozama ,pro-47,لحم عجل,برجر الشواء,297,7092
Feb,Wholesale,,لحم بقري,لحم بقري مفروم,506.31,17635.588
Feb,Shate,17000004101,دجاج,CHICKEN BONELESS BREASTS KG,202.062,7379.75
Feb,Hadla,17000004101,دجاج,CHICKEN BONELESS BREASTS KG,200.15,7309.82
Feb,Saihat,17000004101,دجاج,CHICKEN BONELESS BREASTS KG,184.988,6750.92
Feb,Khozama ,pro-32,دجاج,صدور دجاج بالكيلو,191.59,6902.5364
